COUNTRY_DISPLAY,YEAR_DISPLAY,STARTYEAR,ENDYEAR,GHO_DISPLAY,DIMENSION_NAME,Value_num
Bhutan,2000,2000,2000,"Mean Non-HDL cholesterol, age-standardized",Both sexes,3.2
Bhutan,2001,2001,2001,"Prevalence of diabetes, crude",Both sexes,9.7
Bhutan,2008,2008,2008,Insufficiently active (crude estimate),Female,85
Bhutan,2015,2015,2015,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Female,10.8
Bhutan,2021,2021,2021,Crude suicide rates (per 100 000 population),Both sexes,3.7
Bhutan,2004,2004,2004,"Mean Non-HDL cholesterol, crude",Both sexes,3.1
Bhutan,2001,2001,2001,Crude suicide rates (per 100 000 population),Female,4.8
Bhutan,1998,1998,1998,"Mean total cholesterol,  age-standardized",Both sexes,4.3
Bhutan,2013,2013,2013,Insufficiently active (crude estimate),Female,85.2
Bhutan,1990,1990,1990,"Prevalence of diabetes, age-standardized",Male,11.7
Bhutan,2005,2005,2005,"Mean total cholesterol,  age-standardized",Female,4.3
Bhutan,1986,1986,1986,"Mean HDL cholesterol, crude",Female,1.1
Bhutan,1996,1996,1996,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,13.9
Bhutan,2006,2006,2006,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Spirits,0.3
Bhutan,2022,2022,2022,"Diabetes treatment coverage, age-standardized",Both sexes,16.4
Bhutan,2009,2009,2009,Insufficiently active (crude estimate),Both sexes,83.8
Bhutan,2005,2005,2005,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,10.8
Bhutan,2007,2007,2007,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,10.6
Bhutan,2022,2022,2022,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Male,5.8
Bhutan,2005,2005,2005,"Mean Non-HDL cholesterol, age-standardized",Both sexes,3.2
Bhutan,2021,2021,2021,Crude suicide rates (per 100 000 population),Male,24.6
Bhutan,2020,2020,2020,Estimate of current tobacco smoking prevalence (%),Both sexes,7.4
Bhutan,2008,2008,2008,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,6.6
Bhutan,2004,2004,2004,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Both sexes,7.4
Bhutan,2021,2021,2021,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Both sexes,3.3
Bhutan,2018,2018,2018,"Mean HDL cholesterol, crude",Male,1.1
Bhutan,1996,1996,1996,"Mean HDL cholesterol, age-standardized",Female,1.2
Bhutan,2020,2020,2020,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Female,20.6
Bhutan,1991,1991,1991,"Prevalence of diabetes, age-standardized",Male,12
Bhutan,1996,1996,1996,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Female,14.3
Bhutan,2001,2001,2001,"Mean total cholesterol,  age-standardized",Female,4.3
Bhutan,2007,2007,2007,"Prevalence of diabetes, crude",Female,16.6
Bhutan,2005,2005,2005,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Female,6
Bhutan,1998,1998,1998,"Diabetes treatment coverage, age-standardized",Female,13.5
Bhutan,2017,2017,2017,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Female,6.3
Bhutan,2025,2025,2025,Estimate of current tobacco use prevalence (%),Female,9.8
Bhutan,2015,2015,2015,"Prevalence of diabetes, crude",Male,16.2
Bhutan,2000,2000,2000,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Female,4
Bhutan,2014,2014,2014,"Prevalence of diabetes, age-standardized",Female,18.9
Bhutan,1988,1988,1988,"Mean HDL cholesterol, crude",Both sexes,1.2
Bhutan,1998,1998,1998,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,9.1
Bhutan,2011,2011,2011,"Mean HDL cholesterol, age-standardized",Male,1.1
Bhutan,2002,2002,2002,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Male,17.2
Bhutan,2022,2022,2022,"Prevalence of diabetes, age-standardized",Male,14.8
Bhutan,2012,2012,2012,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",Male,19.1
Bhutan,2017,2017,2017,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Female,4.6
Bhutan,2009,2009,2009,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Wine,0.1
Bhutan,1993,1993,1993,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",Male,13.1
Bhutan,1991,1991,1991,"Mean Non-HDL cholesterol, crude",Male,3.1
Bhutan,2013,2013,2013,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Female,13.6
Bhutan,2006,2006,2006,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Both sexes,27.1
Bhutan,1990,1990,1990,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Male,3.1
Bhutan,1990,1990,1990,"Diabetes treatment coverage, age-standardized",Male,15.8
Bhutan,2021,2021,2021,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",Both sexes,15.9
Bhutan,2018,2018,2018,"Prevalence of diabetes, crude",Both sexes,12.8
Bhutan,2005,2005,2005,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Both sexes,2.8
Bhutan,2004,2004,2004,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Both sexes,6.9
Bhutan,1989,1989,1989,"Mean Non-HDL cholesterol, crude",Female,2.9
Bhutan,1996,1996,1996,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Male,1.9
Bhutan,2000,2000,2000,"Diabetes treatment coverage, age-standardized",Both sexes,13.7
Bhutan,1996,1996,1996,"Mean HDL cholesterol, crude",Both sexes,1.2
Bhutan,2000,2000,2000,Crude suicide rates (per 100 000 population),Both sexes,5.7
Bhutan,1998,1998,1998,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,14.4
Bhutan,2003,2003,2003,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Beer,4.1
Bhutan,2009,2009,2009,Crude suicide rates (per 100 000 population),Male,6.5
Bhutan,2009,2009,2009,"Mean total cholesterol,  age-standardized",Male,4.2
Bhutan,2020,2020,2020,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),Male,7.9
Bhutan,1989,1989,1989,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Spirits,0
Bhutan,2011,2011,2011,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Male,9.2
Bhutan,2008,2008,2008,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Both sexes,8.7
Bhutan,2000,2000,2000,"Prevalence of diabetes, age-standardized",Female,12
Bhutan,2001,2001,2001,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Male,5.7
Bhutan,2003,2003,2003,Crude suicide rates (per 100 000 population),Both sexes,5.9
Bhutan,1982,1982,1982,"Mean Non-HDL cholesterol, age-standardized",Male,2.9
Bhutan,2019,2019,2019,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",Female,48.2
Bhutan,2019,2019,2019,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,5.1
Bhutan,2012,2012,2012,"Mean Non-HDL cholesterol, age-standardized",Male,3.1
Bhutan,1988,1988,1988,"Mean total cholesterol,  age-standardized",Male,4.2
Bhutan,1990,1990,1990,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",Both sexes,18.7
Bhutan,2010,2010,2010,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Female,2.3
Bhutan,2000,2000,2000,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Both sexes,21.1
Bhutan,2020,2020,2020,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,Male,48
Bhutan,2006,2006,2006,"Mean total cholesterol,  crude",Both sexes,4.2
Bhutan,1999,1999,1999,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Female,6.2
Bhutan,2007,2007,2007,"Mean total cholesterol,  age-standardized",Male,4.2
Bhutan,2020,2020,2020,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",Male,18.2
Bhutan,2001,2001,2001,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,13.3
Bhutan,1986,1986,1986,"Mean HDL cholesterol, crude",Both sexes,1.2
Bhutan,2018,2018,2018,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Male,12.2
Bhutan,1996,1996,1996,"Prevalence of diabetes, age-standardized",Male,13.4
Bhutan,1965,1965,1965,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Wine,0
Bhutan,2015,2015,2015,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Female,10.2
Bhutan,2009,2009,2009,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Female,2.1
Bhutan,2016,2016,2016,Crude suicide rates (per 100 000 population),Both sexes,5.2
Bhutan,2006,2006,2006,"Mean total cholesterol,  age-standardized",Female,4.3
Bhutan,2020,2020,2020,"Diabetes treatment coverage, age-standardized",Female,16.7
Bhutan,2013,2013,2013,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Wine,0.1
Bhutan,2025,2025,2025,Estimate of current tobacco use prevalence (%) (age-standardized rate),Both sexes,17.6
Bhutan,2018,2018,2018,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Female,3.9
Bhutan,1972,1972,1972,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Wine,0
Bhutan,2015,2015,2015,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Both sexes,12.4
Bhutan,2004,2004,2004,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Male,8.3
Bhutan,2005,2005,2005,"Mean HDL cholesterol, age-standardized",Both sexes,1.2
Bhutan,2006,2006,2006,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,7.2
Bhutan,1993,1993,1993,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",Both sexes,16.7
Bhutan,2015,2015,2015,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol), three-year average",,2.3
Bhutan,2011,2011,2011,"Prevalence of diabetes, crude",Male,10.9
Bhutan,2014,2014,2014,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Female,15
Bhutan,1979,1979,1979,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Wine,0
Bhutan,2013,2013,2013,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Male,8.3
Bhutan,2017,2017,2017,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Female,11.8
Bhutan,2000,2000,2000,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",Female,21.7
Bhutan,2006,2006,2006,"Mean total cholesterol,  crude",Female,4.2
Bhutan,1997,1997,1997,"Mean HDL cholesterol, crude",Female,1.1
Bhutan,1980,1980,1980,"Mean HDL cholesterol, age-standardized",Male,1.3
Bhutan,2008,2008,2008,Total NCD Deaths,Female,990
Bhutan,2020,2020,2020,"Prevalence of diabetes, crude",Female,14.2
Bhutan,2012,2012,2012,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,6
Bhutan,1989,1989,1989,"Mean Non-HDL cholesterol, crude",Both sexes,3
Bhutan,2021,2021,2021,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),Female,1.4
Bhutan,2002,2002,2002,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Female,16.2
Bhutan,2005,2005,2005,"Mean Non-HDL cholesterol, crude",Female,3.1
Bhutan,2005,2005,2005,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",All types,4.5
Bhutan,2008,2008,2008,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",Female,7.8
Bhutan,1995,1995,1995,"Prevalence of diabetes, age-standardized",Female,10.8
Bhutan,2013,2013,2013,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Both sexes,12
Bhutan,2019,2019,2019,Prevalence of cervical cancer screening  among women aged 30-49 years (%),Female,14
Bhutan,2006,2006,2006,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",Male,21.4
Bhutan,1996,1996,1996,"Diabetes treatment coverage, age-standardized",Both sexes,14
Bhutan,2002,2002,2002,"Mean total cholesterol,  crude",Female,4.2
Bhutan,2018,2018,2018,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Male,8.2
Bhutan,2022,2022,2022,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,4.3
Bhutan,1994,1994,1994,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,9.6
Bhutan,2004,2004,2004,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",Female,19.4
Bhutan,2005,2005,2005,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,Female,51
Bhutan,2017,2017,2017,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Both sexes,14.6
Bhutan,1991,1991,1991,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",Male,12.1
Bhutan,2012,2012,2012,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,5.9
Bhutan,2011,2011,2011,"Mean Non-HDL cholesterol, crude",Both sexes,3.1
Bhutan,1996,1996,1996,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Both sexes,17.4
Bhutan,2016,2016,2016,"Mean Non-HDL cholesterol, age-standardized",Both sexes,3.1
Bhutan,2003,2003,2003,"Prevalence of diabetes, crude",Female,15.5
Bhutan,2018,2018,2018,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",Male,18.6
Bhutan,2005,2005,2005,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), three-year average",,1.9
Bhutan,2016,2016,2016,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Spirits,0.3
Bhutan,2010,2010,2010,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Both sexes,10.7
Bhutan,1999,1999,1999,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Male,1.8
Bhutan,1995,1995,1995,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Male,20.2
Bhutan,1990,1990,1990,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Both sexes,3.4
Bhutan,2008,2008,2008,Total NCD Deaths,Male,1220
Bhutan,2017,2017,2017,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Both sexes,8.9
Bhutan,2016,2016,2016,"Mean HDL cholesterol, age-standardized",Male,1.1
Bhutan,2014,2014,2014,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,7.9
Bhutan,2001,2001,2001,"Mean Non-HDL cholesterol, crude",Both sexes,3.1
Bhutan,1994,1994,1994,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",Both sexes,14.9
Bhutan,2014,2014,2014,"Prevalence of diabetes, age-standardized",Both sexes,18.2
Bhutan,2002,2002,2002,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Female,10.4
Bhutan,2009,2009,2009,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Male,7.7
Bhutan,2010,2010,2010,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",Male,25.2
Bhutan,2017,2017,2017,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",Female,45
Bhutan,2016,2016,2016,Insufficiently active (crude estimate),Female,85.4
Bhutan,1977,1977,1977,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Wine,0
Bhutan,1986,1986,1986,"Mean total cholesterol,  crude",Female,4.1
Bhutan,2012,2012,2012,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,8.7
Bhutan,1995,1995,1995,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Both sexes,2.4
Bhutan,2018,2018,2018,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Male,8.5
Bhutan,2001,2001,2001,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",Female,11.3
Bhutan,2005,2005,2005,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),Male,11.4
Bhutan,2013,2013,2013,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",Female,38.7
Bhutan,1997,1997,1997,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Both sexes,14.1
Bhutan,2002,2002,2002,"Mean HDL cholesterol, age-standardized",Female,1.2
Bhutan,2007,2007,2007,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Female,6.1
Bhutan,2001,2001,2001,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Female,1.2
Bhutan,2008,2008,2008,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Female,14
Bhutan,2018,2018,2018,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Female,5
Bhutan,2002,2002,2002,"Mean HDL cholesterol, age-standardized",Both sexes,1.2
Bhutan,2005,2005,2005,"Prevalence of diabetes, age-standardized",Both sexes,12.7
Bhutan,2004,2004,2004,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",Female,26.7
Bhutan,2030,2030,2030,Estimate of current tobacco smoking prevalence (%),Male,8.6
Bhutan,2016,2016,2016,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Both sexes,5.2
Bhutan,2016,2016,2016,"Mean HDL cholesterol, crude",Female,1.1
Bhutan,2009,2009,2009,"Mean Non-HDL cholesterol, age-standardized",Female,3.2
Bhutan,2019,2019,2019,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Female,3.7
Bhutan,2002,2002,2002,"Prevalence of diabetes, age-standardized",Female,16.2
Bhutan,2004,2004,2004,Crude suicide rates (per 100 000 population),Both sexes,5.9
Bhutan,2022,2022,2022,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Both sexes,12.2
Bhutan,2008,2008,2008,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",Female,31.7
Bhutan,2010,2010,2010,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),Female,12.7
Bhutan,1999,1999,1999,"Mean Non-HDL cholesterol, crude",Male,3.1
Bhutan,2030,2030,2030,Estimate of current tobacco use prevalence (%),Male,24.4
Bhutan,1990,1990,1990,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,15.5
Bhutan,2021,2021,2021,Total NCD Deaths,Female,1250
Bhutan,1992,1992,1992,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",Male,17.6
Bhutan,2021,2021,2021,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol), three-year average",,1.7
Bhutan,2015,2015,2015,"Prevalence of diabetes, crude",Both sexes,12.1
Bhutan,2014,2014,2014,"Mean total cholesterol,  age-standardized",Both sexes,4.1
Bhutan,2011,2011,2011,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",Female,35.8
Bhutan,1991,1991,1991,"Prevalence of diabetes, age-standardized",Both sexes,12.5
Bhutan,1998,1998,1998,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Female,3.8
Bhutan,2022,2022,2022,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Female,20.7
Bhutan,2015,2015,2015,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Male,3.6
Bhutan,2018,2018,2018,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",Both sexes,4.4
Bhutan,1994,1994,1994,"Diabetes treatment coverage, age-standardized",Female,13.5
Bhutan,2007,2007,2007,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,Male,54
Bhutan,1989,1989,1989,"Mean Non-HDL cholesterol, age-standardized",Both sexes,3
Bhutan,2000,2000,2000,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,Male,67
Bhutan,2016,2016,2016,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",Male,18.7
Bhutan,2000,2000,2000,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Both sexes,1.2
Bhutan,2009,2009,2009,Total NCD Deaths,Female,990
Bhutan,2013,2013,2013,"Prevalence of diabetes, age-standardized",Female,14.6
Bhutan,1967,1967,1967,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Wine,0
Bhutan,2004,2004,2004,"Mean total cholesterol,  crude",Female,4.2
Bhutan,1993,1993,1993,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Male,21.1
Bhutan,2017,2017,2017,"Mean HDL cholesterol, crude",Both sexes,1.1
Bhutan,2018,2018,2018,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Both sexes,4.6
Bhutan,2017,2017,2017,"Mean HDL cholesterol, age-standardized",Both sexes,1.1
Bhutan,2003,2003,2003,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",Male,21.6
Bhutan,2008,2008,2008,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Other alcoholic beverages,0
Bhutan,1991,1991,1991,"Prevalence of diabetes, age-standardized",Female,9.8
Bhutan,2009,2009,2009,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Male,4.6
Bhutan,2005,2005,2005,Estimate of current tobacco use prevalence (%),Male,34.5
Bhutan,2013,2013,2013,"Mean Non-HDL cholesterol, age-standardized",Male,3.1
Bhutan,2004,2004,2004,Insufficiently active (crude estimate),Male,82.5
Bhutan,2001,2001,2001,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Female,5.7
Bhutan,1991,1991,1991,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Male,12.7
Bhutan,2008,2008,2008,"Mean Non-HDL cholesterol, crude",Male,3.2
Bhutan,2006,2006,2006,Total NCD Deaths,Both sexes,2180
Bhutan,2013,2013,2013,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Male,5.9
Bhutan,2018,2018,2018,"Diabetes treatment coverage, age-standardized",Both sexes,15.2
Bhutan,2019,2019,2019,"Prevalence of diabetes, age-standardized",Both sexes,19
Bhutan,2010,2010,2010,"Diabetes treatment coverage, age-standardized",Both sexes,13.6
Bhutan,2017,2017,2017,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",Both sexes,38.7
Bhutan,2003,2003,2003,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Female,9.8
Bhutan,2007,2007,2007,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Female,1.9
Bhutan,2006,2006,2006,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",Female,8.7
Bhutan,1997,1997,1997,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",Male,14.7
Bhutan,2010,2010,2010,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Male,27.7
Bhutan,2009,2009,2009,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",Both sexes,4.5
Bhutan,2012,2012,2012,"Diabetes treatment coverage, age-standardized",Both sexes,13.8
Bhutan,2007,2007,2007,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Both sexes,28.2
Bhutan,2011,2011,2011,"Mean HDL cholesterol, age-standardized",Female,1.2
Bhutan,2005,2005,2005,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Female,8.5
Bhutan,2017,2017,2017,Total NCD Deaths,Female,1300
Bhutan,2008,2008,2008,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Both sexes,7.7
Bhutan,1983,1983,1983,"Mean total cholesterol,  age-standardized",Female,4.1
Bhutan,2012,2012,2012,Crude suicide rates (per 100 000 population),Female,3.9
Bhutan,2007,2007,2007,Total NCD Deaths,Both sexes,2190
Bhutan,2013,2013,2013,"Diabetes treatment coverage, age-standardized",Both sexes,14
Bhutan,1999,1999,1999,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,8.9
Bhutan,1993,1993,1993,"Diabetes treatment coverage, age-standardized",Male,15.1
Bhutan,2008,2008,2008,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Both sexes,2.5
Bhutan,1991,1991,1991,"Prevalence of diabetes, crude",Male,11
Bhutan,2004,2004,2004,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,Female,53
Bhutan,1999,1999,1999,"Mean HDL cholesterol, crude",Both sexes,1.2
Bhutan,1985,1985,1985,"Mean total cholesterol,  crude",Female,4
Bhutan,2006,2006,2006,"Mean HDL cholesterol, age-standardized",Both sexes,1.2
Bhutan,2015,2015,2015,Total NCD Deaths,Female,1210
Bhutan,1993,1993,1993,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,9.8
Bhutan,1988,1988,1988,"Mean total cholesterol,  crude",Female,4.1
Bhutan,2010,2010,2010,Crude suicide rates (per 100 000 population),Female,3.9
Bhutan,2004,2004,2004,Insufficiently active (crude estimate),Female,84.8
